food_name,query,alternate_query_inbox,kroger_upc,product_grams,product_uri,product_local_price,product_categories,product_sold_by_unit
self-rising flour,self-rising flour,,3250010381.0,2267.96,/p/white-lily-self-rising-flour/0003250010381?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,Baking Goods,5 lb
Swiss cheese,Swiss cheese,,1111058333.0,340.194,/p/kroger-swiss-block-cheese/0001111058333?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Dairy,12 oz
broccoli crown,broccoli crown,,3082.0,453.592,/p/broccoli-crowns/0000000003082?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,Produce,1 lb
sliced olives,sliced olives,,1111012597.0,107.7281,/p/kroger-sliced-ripe-olives/0001111012597?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.59,Canned & Packaged,3.8 oz
Italian Dressing,Italian Dressing,,1111009903.0,1171.1106,/p/kroger-zesty-italian-salad-dressing-marinade/0001111009903?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,"Condiment & Sauces, Condiment & Sauces",36 fl oz
pork chops,pork chops,,1111063445.0,907.184,/p/kroger-boneless-pork-loin-chops/0001111063445?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.0,Meat & Seafood,10 ct / 2 lb
paprika,paprika,,1111068309.0,106.31,/p/kroger-ground-paprika/0001111068309?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,Baking Goods,3.75 oz
canned tuna,canned tuna,,1111089084.0,141.7475,/p/kroger-wild-caught-chunk-light-tuna-in-water/0001111089084?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Canned & Packaged,5 oz
sweet chili sauce,sweet chili sauce,,1111085196.0,310.0,/p/kroger-sweet-chili-sauce/0001111085196?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,International,10 fl oz
pineapple tidbits in juice,pineapple tidbits in juice,,1111083155.0,566.99,/p/kroger-canned-pineapple-tidbits-in-pineapple-juice/0001111083155?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,Canned & Packaged,20 oz
sweet corn,sweet corn,,4590.0,180.0,/p/fresh-sweet-corn-on-the-cob-each/0000000004590?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.6,"Produce, Produce",1 ct
mild chili powder,mild chili powder,,1111072461.0,198.4465,/p/kroger-chili-powder/0001111072461?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,Baking Goods,7 oz
brown rice,brown rice,,1111089874.0,907.184,/p/kroger-long-grain-brown-rice/0001111089874?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.89,"Pasta, Sauces, Grain",2 lb
yellow cornmeal,yellow cornmeal,,1111071419.0,680.388,/p/kroger-yellow-corn-meal/0001111071419?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,Baking Goods,24 oz
bulgur,bulgur,,3997811124.0,680.388,/p/bob-s-red-mill-bulgur/0003997811124?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Natural & Organic,24 oz
yellow grits,yellow grits,,,,,,,
masa harina,masa harina,,3000002970.0,1995.8048,/p/quaker-corn-tortilla-mix-masa-harina-de-maiz/0003000002970?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,Bakery,70.4 oz
iceberg lettuce,iceberg lettuce,,4061.0,539.0,/p/iceberg-lettuce/0000000004061?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Produce,1 ct
taco seasoning,taco seasoning,,1111009543.0,538.6405,/p/kroger-taco-seasoning/0001111009543?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.49,"Baking Goods, International",19 oz
jumbo shells,jumbo shells,,1111010663.0,453.592,/p/private-selection-italian-jumbo-shells/0001111010663?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.39,"Pasta, Sauces, Grain",16 oz
spaghetti squash,spaghetti squash,,4776.0,1134.0,/p/spaghetti-squash/0000000004776?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.29,Produce,1 lb
flank steak,flank steak,,24239600000.0,453.592,/p/beef-choice-boneless-flank-steak-1-steak-/0024239600000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,13.99,Meat & Seafood,1 lb
diced tomatoes with green chiles,diced tomatoes with green chiles,,1111081544.0,283.495,/p/kroger-diced-tomatoes-with-green-chilies/0001111081544?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.0,Canned & Packaged,10 oz
diced green chiles,diced green chiles,,1111084009.0,113.398,/p/kroger-diced-green-chile-peppers/0001111084009?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.99,"Canned & Packaged, International",4 oz
pork tenderloin,pork tenderloin,,20335800000.0,453.592,/p/whole-boneless-pork-tenderloin/0020335800000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,"Meat & Seafood, Natural & Organic",1 lb
light oil,light oil,,4179000435.0,1419.6,/p/bertolli-extra-light-olive-oil/0004179000435?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,28.99,Baking Goods,50.7 fl oz
creamy peanut butter,creamy peanut butter,,1111009853.0,1133.98,/p/kroger-peanut-butter-creamy/0001111009853?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Condiment & Sauces,40 oz
oil,oil,,1111085606.0,3482.58,/p/kroger-pure-vegetable-oil/0001111085606?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.99,Baking Goods,1 gal
snap peas,snap peas,,1111079554.0,453.592,/p/kroger-sugar-snap-peas/0001111079554?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,Produce,16 oz
tostadas,tostadas,,7373170006.0,199.86,/p/mission-tajin-tostadas/0007373170006?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.59,"International, International",25 ct / 7.05 oz
radishes,radishes,,1111091870.0,453.592,/p/radishes/0001111091870?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.89,Produce,1 lb
allspice,allspice,,1111068437.0,45.92619,/p/kroger-ground-allspice/0001111068437?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,1.62 oz
dried apricots,dried apricots,,7102232126.0,907.184,/p/mariani-mediterranean-apricots/0007102232126?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,15.99,"Produce, Snacks",32 oz
canned pineapple pieces,canned pineapple pieces,,1111083141.0,566.99,/p/kroger-canned-pineapple-chunks-in-pineapple-juice/0001111083141?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,Canned & Packaged,20 oz
sliced ham,sliced ham,,22573700000.0,453.592,/p/private-selection-black-forest-ham-fresh-sliced-deli-meat/0022573700000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,11.99,Deli,1 lb
salami,salami,,4450000206.0,368.5435,/p/gallo-salame-italian-dry-salami-chub-family-size/0004450000206?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,"Meat & Seafood, Deli",13 oz
smoked provolone,smoked provolone,,1111050534.0,340.194,/p/kroger-smoke-flavored-provolone-sliced-cheese/0001111050534?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Dairy,16 slices / 12 oz
orecchiette,orecchiette,,2409407091.0,453.592,/p/de-cecco-orecchiette-pasta/0002409407091?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.19,"Pasta, Sauces, Grain",1 lb
white vinegar,white vinegar,,1111003113.0,3823.26,/p/kroger-distilled-white-vinegar/0001111003113?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Baking Goods,1 gal
frozen pineapple chunks,frozen pineapple chunks,,1111008304.0,1360.776,/p/private-selection-super-sweet-frozen-pineapple-chunks/0001111008304?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.99,Frozen,48 oz
gochujang,gochujang,,880100552345.0,499.6,/p/sempio-gochujang-hot-pepper-paste/0880100552345?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,"International, Condiment & Sauces, Condiment & Sauces",17.63 oz
sharp cheddar cheese,sharp cheddar cheese,,1111058733.0,453.592,/p/kroger-sharp-cheddar-block-cheese/0001111058733?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Dairy,16 oz
bow tie pasta,bow tie pasta,,1111009008.0,453.592,/p/private-selection-italian-farfalle/0001111009008?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Pasta, Sauces, Grain",16 oz
smoked gouda cheese,smoked gouda cheese,,27617900000.0,453.592,/p/boar-s-head-smoked-gouda-cheese/0027617900000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,11.99,Deli,1 lb
shredded Italian cheese,shredded Italian cheese,,1111050205.0,226.796,/p/kroger-italian-style-blend-shredded-cheese/0001111050205?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Dairy,8 oz
frozen seafood mix,frozen seafood mix,,1111062940.0,453.592,/p/kroger-mercado-seafood-medley/0001111062940?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Meat & Seafood, Meat & Seafood",16 oz
peeled deveined shrimp,peeled deveined shrimp,,1111096220.0,453.592,/p/kroger-large-raw-shrimp-peeled-deveined-tail-off/0001111096220?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,Frozen,16 ounces
crushed red pepper flakes,crushed red pepper flakes,,,,,,,
cooked rice,cooked rice,,64517589041.0,209.7863,/p/ottogi-cooked-rice/0064517589041?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.29,"International, Pasta, Sauces, Grain",7.4 oz
crumbled feta,crumbled feta,,7027729000.0,340.194,/p/athenos-traditional-crumbled-feta-cheese/0007027729000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.99,Deli,12 oz
lean ground turkey,lean ground turkey,,1111096875.0,453.592,/p/kroger-85-lean-15-fat-ground-turkey/0001111096875?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,"Meat & Seafood, Natural & Organic",1 lb
shredded mozzarella,shredded mozzarella,,1111059669.0,907.184,/p/kroger-mozzarella-shredded-cheese/0001111059669?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Dairy,32 oz
spinach artichoke dip,spinach artichoke dip,,1111062968.0,283.495,/p/private-selection-spinach-artichoke-dip/0001111062968?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Deli,10 oz
rotisserie chicken,rotisserie chicken,,1111006806.0,907.184,/p/simple-truth-whole-roasted-chicken-available-11am-7pm-/0001111006806?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.99,"Deli, Meat & Seafood",2 lb
canned artichoke hearts,canned artichoke hearts,,1111090676.0,396.893,/p/kroger-quartered-artichoke-hearts-in-brine/0001111090676?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.89,Canned & Packaged,14 oz
cooked quinoa,cooked quinoa,,1111091238.0,907.184,/p/simple-truth-organic-quinoa/0001111091238?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.29,"Pasta, Sauces, Grain",16 oz
fresh baby spinach,fresh baby spinach,,1111091050.0,283.495,/p/kroger-baby-spinach/0001111091050?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Produce,10 oz
cottage cheese,cottage cheese,,1111044217.0,1360.776,/p/kroger-4-milkfat-small-curd-cottage-cheese/0001111044217?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.79,Dairy,48 oz
portobello mushrooms,portobello mushrooms,,1111091492.0,226.796,/p/whole-portobello-mushrooms/0001111091492?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Produce,8 oz
frozen cheese tortellini,frozen cheese tortellini,,1111012446.0,1360.776,/p/kroger-cheese-tortellini/0001111012446?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,Frozen,48 oz
canned white beans,canned white beans,,7227313530.0,425.2425,/p/kuner-s-cannellini-white-kidney-beans/0007227313530?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,Canned & Packaged,15 oz
split peas,split peas,,1111089617.0,453.592,/p/kroger-green-split-peas/0001111089617?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,Produce,16 oz
acorn squash,acorn squash,,4750.0,453.592,/p/green-acorn-squash/0000000004750?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.29,Produce,1 lb
bell peppers,bell peppers,,1111091116.0,566.99,/p/kroger-tri-color-bell-peppers/0001111091116?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,"Produce, Produce",20 oz
deli mustard,deli mustard,,4242116001.0,269.32,/p/boar-s-head-delicatessen-style-mustard/0004242116001?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Condiment & Sauces,9.5 oz
whole peeled tomatoes,whole peeled tomatoes,,1111081510.0,793.786,/p/kroger-whole-peeled-tomatoes-in-tomato-juice/0001111081510?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.89,Canned & Packaged,28 oz
egg whites,egg whites,,1111003987.0,907.184,/p/kroger-cage-free-liquid-egg-whites/0001111003987?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.99,"Breakfast, Dairy",32 oz
cream of tartar,cream of tartar,,1111001056.0,80.796,/p/kroger-cream-of-tartar/0001111001056?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Baking Goods,2.85 oz
granulated sugar,granulated sugar,,1111088318.0,1814.368,/p/kroger-pure-cane-granulated-sugar/0001111088318?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,Baking Goods,4 lb
dark chocolate,dark chocolate,,3746601763.0,99.0,/p/lindt-excellence-70-cocoa-dark-chocolate-candy-bar/0003746601763?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Candy,1 bar / 3.5 oz
graham crackers,graham crackers,,1111011417.0,816.2656,/p/kroger-original-graham-crackers-family-size/0001111011417?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Snacks,28.8 oz
frozen broccoli,frozen broccoli,,1111004973.0,1474.174,/p/kroger-traditional-favorites-frozen-broccoli-florets-big-deal-/0001111004973?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.29,Frozen,52 oz
ramen noodles,ramen noodles,,4178900211.0,85.0485,/p/maruchan-chicken-flavor-ramen-noodle-soup/0004178900211?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.39,"International, Canned & Packaged",3 oz
soy milk,soy milk,,1111009431.0,2082.0,/p/simple-truth-organic-dairy-free-organic-original-soy-milk-half-gallon/0001111009431?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.79,"Natural & Organic, Dairy",1/2 gal
sweetened shredded coconut,sweetened shredded coconut,,1111013796.0,396.893,/p/kroger-sweetened-coconut-flakes/0001111013796?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.59,Natural & Organic,14 oz
vermicelli noodles,vermicelli noodles,,7065080084.0,249.4756,/p/a-taste-of-thai-vermicelli-rice-noodles/0007065080084?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,"Pasta, Sauces, Grain, International",8.8 oz
tortilla strips,tortilla strips,,1111090923.0,113.398,/p/kroger-santa-fe-tortilla-strips/0001111090923?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Condiment & Sauces,4 oz
shredded chicken,shredded chicken,,1111087214.0,283.495,/p/kroger-premium-shredded-chicken-breast/0001111087214?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.79,Canned & Packaged,10 oz
creole seasoning,creole seasoning,,7199800005.0,481.9415,/p/tony-chachere-s-original-creole-seasoning/0007199800005?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,17 oz
peaches,peaches,,1111018174.0,907.184,/p/kroger-fresh-peaches-in-2-lb-bag/0001111018174?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Produce, Produce",2 lb
canned sliced peaches,canned sliced peaches,,1111012829.0,2948.348,/p/kroger-canned-yellow-cling-sliced-peaches-in-extra-light-syrup-big-deal-/0001111012829?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.99,Canned & Packaged,6 lb 8 oz
sliced almonds,sliced almonds,,1111010696.0,226.796,/p/kroger-sliced-almonds/0001111010696?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,8 oz
corn starch,corn starch,,1111013646.0,453.592,/p/kroger-pure-corn-starch/0001111013646?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Baking Goods,16 oz
heavy cream,heavy cream,,1111050312.0,909.45,/p/kroger-heavy-whipping-cream/0001111050312?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.79,Dairy,1 qt
natural peanut butter,natural peanut butter,,1111001649.0,425.2425,/p/kroger-natural-peanut-butter-creamy/0001111001649?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.29,"Condiment & Sauces, Condiment & Sauces",15 oz
chocolate graham crackers,chocolate graham crackers,,1111009129.0,408.2328,/p/kroger-chocolate-graham-crackers/0001111009129?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.79,Snacks,14.4 oz
strawberry jam,strawberry jam,,1111069364.0,907.184,/p/kroger-strawberry-preserves/0001111069364?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.79,Condiment & Sauces,32 oz
marshmallows,marshmallows,,1111009386.0,453.592,/p/kroger-marshmallows/0001111009386?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Baking Goods,16 oz
riced cauliflower,riced cauliflower,,1111080650.0,340.194,/p/kroger-recipe-beginnings-frozen-cauliflower-rice/0001111080650?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Frozen,12 oz
chopped peanuts,chopped peanuts,,1111081938.0,453.592,/p/kroger-unsalted-dry-roasted-peanuts/0001111081938?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.59,Snacks,16 oz
egg noodles,egg noodles,,1111085127.0,453.592,/p/kroger-wide-egg-noodles/0001111085127?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,"Pasta, Sauces, Grain",16 oz
soba noodles,soba noodles,,4122472310.0,362.8736,/p/roland-organic-buckwheat-soba-noodles/0004122472310?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,"Natural & Organic, Pasta, Sauces, Grain",12.8 oz
extra-firm tofu,extra-firm tofu,,1111082294.0,878.83,/p/simple-truth-organic-extra-firm-tofu-twin-pack/0001111082294?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Natural & Organic, Produce",2 ct / 15.5 oz
bread,bread,,1111008485.0,566.99,/p/kroger-white-bread/0001111008485?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Bakery,20 oz
cherry tomatoes,cherry tomatoes,,1111022301.0,680.388,/p/private-selection-fresh-petite-cherry-snacking-tomatoes/0001111022301?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,"Produce, Produce",24 oz
nectarine,nectarine,,85004323419.0,255.1455,/p/hello-im-ugly-sliced-nectarines-dried-fruit/0085004323419?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Snacks,3 oz
baby spring mix,baby spring mix,,1111091052.0,283.495,/p/kroger-baby-spring-mix/0001111091052?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Produce,10 oz
mozzarella pearls,mozzarella pearls,,3114200480.0,226.796,/p/belgioioso-fresh-mozzarella-pearls-cheese/0003114200480?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Deli,8 oz
active dry yeast,active dry yeast,,1792900020.0,21.2625,/p/red-star-all-natural-active-dry-yeast/0001792900020?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,Baking Goods,3 ct / 0.25 oz
kale,kale,,1111018170.0,453.592,/p/kale-bag/0001111018170?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Produce,16 oz
baby portobello mushrooms,baby portobello mushrooms,,1111062467.0,680.388,/p/kroger-whole-mushrooms-baby-bella-big-deal-/0001111062467?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.99,Produce,24 oz
fettuccini,fettuccini,,1111009005.0,453.592,/p/private-selection-italian-fettuccine/0001111009005?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Pasta, Sauces, Grain",16 oz
Italian parsley,Italian parsley,,4901.0,60.0,/p/parsley-italian/0000000004901?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.99,Produce,1 ct
pumpkin puree,pumpkin puree,,1111081401.0,822.1355,/p/kroger-100-pure-canned-pumpkin-puree/0001111081401?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,"Baking Goods, Canned & Packaged",29 oz
anchovy filets,anchovy filets,,,,,,,
capers,capers,,1111082527.0,103.5,/p/private-selection-non-pareil-capers/0001111082527?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,Canned & Packaged,3.5 fl oz
boneless skinless chicken,boneless skinless chicken,,28334900000.0,453.592,/p/heritage-farm-boneless-skinless-chicken-breasts/0028334900000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Meat & Seafood,1 lb
orange,orange,,3107.0,140.0,/p/navel-oranges/0000000003107?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.99,Produce,1 ct
jalapeno pepper,jalapeno pepper,,4693.0,453.592,/p/fresh-jalapeno-peppers/0000000004693?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,"Produce, International",1 lb
pineapple chunks in juice,pineapple chunks in juice,,1111083141.0,566.99,/p/kroger-canned-pineapple-chunks-in-pineapple-juice/0001111083141?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,Canned & Packaged,20 oz
salsa verde,salsa verde,,1111089487.0,453.592,/p/kroger-mild-tomatillo-salsa-verde/0001111089487?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,"International, Snacks, International",16 oz
queso fresco,queso fresco,,1111012733.0,283.495,/p/kroger-mercado-queso-fresco-whole-milk-cheese/0001111012733?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,International,10 oz
beef roast,beef roast,,24184200000.0,453.592,/p/kroger-choice-beef-chuck-roast/0024184200000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.49,"Meat & Seafood, Natural & Organic",1 lb
apple juice,apple juice,,1111004840.0,3974.21,/p/kroger-100-apple-juice-from-concentrate-bottle/0001111004840?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Beverages,128 fl oz
cranberry juice,cranberry juice,,1111013776.0,1892.704,/p/kroger-100-cranberry-juice/0001111013776?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.79,Beverages,64 fl oz
cloves,cloves,,1111001057.0,35.43687,/p/kroger-whole-cloves/0001111001057?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,1.25 oz
black eyed peas,black eyed peas,,1111071785.0,439.41725,/p/kroger-black-eyed-peas/0001111071785?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.39,Canned & Packaged,15.5 oz
fresh greens,fresh greens,,4061.0,539.0,/p/iceberg-lettuce/0000000004061?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Produce,1 ct
burger buns,burger buns,,1111011511.0,340.194,/p/kroger-white-hamburger-buns/0001111011511?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Bakery,8 ct / 12 oz
cooked farro,cooked farro,,,,,,,
ground pepper,ground pepper,,1111070023.0,510.291,/p/kroger-pure-ground-black-pepper/0001111070023?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,15.99,Baking Goods,18 oz
sofrito,sofrito,,4133109063.0,396.893,/p/goya-frozen-sofrito/0004133109063?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,"Frozen, International, International",14 oz
pimento-stuffed green olives,pimento-stuffed green olives,,1111011597.0,595.3395,/p/kroger-pimiento-stuffed-green-manzanilla-olives/0001111011597?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Canned & Packaged,21 oz
sazon,sazon,,4133103782.0,39.97,/p/sazon-goya-coriander-and-annatto-seasoning/0004133103782?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,"International, International",1.41 oz
ice,ice,,86000611496.0,7257.472,/p/reddy-ice-premium-packaged-ice/0086000611496?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Frozen,16 lb
pineapple slices in juice,pineapple slices in juice,,1111083118.0,566.99,/p/kroger-canned-pineapple-slices-in-pineapple-juice/0001111083118?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,Canned & Packaged,20 oz
