url,recipe_name,rating,number_of_ratings,prep_time,cook_time,instructions,serving_count,protein,fiber,calories,fat,carbohydrates,sodium
https://www.budgetbytes.com/one-pot-veggie-rice-bowl/,One Pot Veggie Rice Bowl,4.45,9,5 minutes,20 minutes,"1. Add the rice, garlic, and frozen vegetables to a small saucepot.
2. Combine the water with 1 teaspoon soy sauce, then pour that into the pot. Stir to combine with the rice, vegetables, and garlic.
3. Wash one large egg well, then place it in the center of the pot, on top of the rice.
4. Place a lid on the pot, turn the heat on to high, and allow the water to come up to a boil. Once it reaches a full boil, turn the heat down to low, and allow the water to continue to simmer for 15 minutes without removing the lid or stirring.
5. After 15 minutes of simmering, turn the heat off. Remove the egg from the pot and replace the lid right away. Allow the rice to rest with the heat turned off and the lid in place for another five minutes.
6. After removing the egg from the pot, place the egg in a bowl of ice water or place it under cold running water for a few minutes to stop the cooking process.
7. After letting the rice and veggies rest for five minutes, remove the lid and fluff with a fork. Season the rice and veggies with the sesame oil and another 1 teaspoon soy sauce, or to taste.
8. Transfer the rice and vegetables to a bowl. Peel the egg and slice it in half or into quarters, then place it on top of the rice. Top the bowl with sliced green onion and a drizzle of sriracha.",1,21,9,561,8,102,1190
https://www.budgetbytes.com/orange-cranberry-muffins/,Orange Cranberry Muffins,4.78,22,20 minutes,40 minutes,"1. Use a zester or small holed cheese grater to remove the zest from the orange. Squeeze as much juice from the orange as possible. You’ll need at least 1/2 cup, but no more than 3/4 cup juice. Set the zest and juice aside until they are needed. Preheat the oven to 350ºF.
2. Create the streusel first so it’s ready to go on the muffins as soon as the batter is mixed. In a small bowl stir together the brown sugar, white sugar, 1/4 tsp of the orange zest, salt, and melted butter. Once mixed, add the flour and stir to combine again until the flour creates a sort of paste with the butter and sugar. Set the streusel aside.
3. In a large mixing bowl, combine the flour sugar, baking powder, baking soda, and salt for the muffin batter. Once mixed, add 1/4 tsp orange zest and the butter in chunks, then work the butter and zest into the dry ingredients until the mixture is crumbly.
4. In a small bowl or measuring cup, combine the egg with 3/4 cup orange juice and whisk until the egg is incorporated. If you have slightly less than 3/4 juice from the orange, you can top it off with water to make 3/4 cup, but make sure you have at least 1/2 cup juice to maintain the flavor.
5. Pour the juice and egg mixture into the bowl with the dry ingredients, and stir just until the mixture has moistened. Do not over stir. Add the cranberries (whole or chopped) and fold them into the batter.
6. Use about 1/2 Tbsp butter to coat the inside wells of a 12 muffin tin. Once coated in butter, spoon a little flour in each well and then tilt the tin until the flour coats all sides of each well. Dump out any excess flour.
7. Divide the muffin batter between the 12 wells in the muffin tin, then top with a generous sprinkle of the streusel topping (make sure it’s in clumps). Bake the muffins for about 30 minutes, or until the muffins are golden brown on top. Let the muffins cool before loosening and removing them from the tin.",12,3.22,1.64,254.16,7.78,42.38,369.51
https://www.budgetbytes.com/orange-molasses-pork-chops/,Orange Molasses Pork Chops,4.67,3,2 hours,15 minutes,"1. Make the marinade by stirring together the molasses, orange juice concentrate, apple cider vinegar, dijon mustard, garlic powder, and salt. Place the marinade in a bag, add the chops, and seal tightly. Place in the refrigerator for at least two hours or longer if desired.
2. When you’re ready to cook the chops, heat 2 Tbsp of vegetable oil in a large, heavy skillet over medium-high heat. When the oil is very hot (it will look wavy in the pan), add the chops. Cook for about 7 minutes on each side or until cooked through and the marinade has reduced to a thick sauce. No need to pour all of the marinade into the skillet, the amount that comes off of the chops as they cook will be plenty to make a nice sauce. Discard the extra marinade from the bag. Serve hot!",6,32.65,0.08,320.58,15.05,11.87,283.78
https://www.budgetbytes.com/oven-roasted-autumn-medley/,Oven Roasted Autumn Medley,4.82,50,15 minutes,40 minutes,"1. Preheat the oven to 400ºF. Core and dice the apples into 1-inch pieces. Peel and dice the sweet potato and red onion into 1-inch pieces.
2. Place the chopped apples, onions, sweet potatoes, and Italian sausage links on a large 9×13-inch baking sheet. Drizzle the olive oil over top, then add the basil, sage, rosemary, salt, and freshly cracked pepper. Toss until everything is well coated in oil and herbs.
3. Transfer the baking sheet to the preheated oven and roast for 20 minutes. After 20 minutes, remove the baking sheet and use tongs to transfer the sausage to a cutting board. Slice the sausage into medallions, then add them back to the baking sheet. Return the baking sheet to the oven.
4. Roast the autumn medley for another 20 minutes, or until it reaches your desired level of browning. Top with chopped parsley for garnish after roasting, then serve.",2,23.05,13,671.2,32.4,77.65,1746.95
https://www.budgetbytes.com/oven-roasted-chicken-legs/,Oven Roasted Chicken Legs,4.83,82,10 minutes,1 hour,"1. Preheat the oven to 300 degrees. Lightly coat the inside of a casserole dish with non-stick spray.
2. Pat the chicken dry with a paper towel, then smear butter over the surface of the skin. Sprinkle the lemon pepper seasoning liberally over both sides of the chicken pieces. Place the seasoned chicken in the casserole dish.
3. Cover the dish with aluminum foil and bake for one hour at 300ºF. Baste the chicken once half way through. After one hour, remove the foil, baste again, and turn the heat up to 425ºF. Continue to bake the chicken at the higher temperature for 20-30 minutes, or until the skin has achieved the desired level of brownness. Serve with the juices spooned over top or with bread for dipping.",2,59.35,0,787,60.65,12.6,799.65
https://www.budgetbytes.com/oven-roasted-corn-with-honey-chili-butter/,Oven Roasted Corn with Honey Chili Butter,5,6,5 minutes,35 minutes,"1. Preheat the oven to 350ºF. Prepare the ears of corn by cutting off the very tip of the ear to remove most of the silk, and removing the outer husks (the thicker bright green layers), leaving the inner layers (the thinner lighter green husks).
2. Transfer the prepared ears of corn to the fully preheated oven, placing them directly on the oven rack. Roast for 35 minutes.
3. While the corn is roasting, prepare the honey chili butter. In a small bowl, combine the butter, chili powder, honey, and salt. Whip the mixture with a fork until smooth and evenly combined.
4. After 35 minutes the husks on the corn should be slightly browned and papery in appearance. Carefully remove the corn from the oven using oven mitts or a thick towel. Let them rest for about five minutes, then carefully pull back the husks and remove any remaining silk.
5. Serve hot with the bowl of honey butter for smearing over the kernels just before eating.",4,3,2,194,13,21,190
https://www.budgetbytes.com/oven-roasted-frozen-broccoli/,Oven Roasted Frozen Broccoli,4.83,74,5 minutes,30 minutes,"1. Preheat the oven to 400ºF. Line a baking sheet with parchment paper. Spread the frozen florets out over the baking sheet (no need to thaw).
2. Drizzle the olive oil over the florets, then sprinkle the Montreal steak seasoning over top. Toss the florets in the oil and seasoning until everything is evenly distributed (it's okay if a lot of it falls onto the baking sheet, it will be stirred and redistributed again later).
3. Transfer the baking sheet to the oven and roast for 20 minutes. Take the baking sheet out and use a spatula to stir the broccoli and redistribute the oil and spices. Return the baking sheet to the oven and roast for another 10 minutes, or until the broccoli develops the amount of brownness desired. Serve hot.",2,3.2,3.4,89,7.1,5.45,402.45
https://www.budgetbytes.com/oven-roasted-ratatouille/,Oven Roasted Ratatouille,4.79,55,20 minutes,45 minutes,"1. Preheat the oven to 400ºF. Thinly slice the yellow onion. Slice the eggplant, zucchini, yellow squash, and tomatoes into ⅛-inch thick slices. Cut any pieces with a larger diameter into half-rounds.
2. Pour the marinara in the bottom of a large casserole dish. Sprinkle the sliced onions over top.
3. Begin to line up the sliced eggplant, zucchini, squash, and tomatoes into the dish, standing on their sides, and in an alternating pattern until all of the pieces are used up. Drizzle the olive oil over the vegetables, then sprinkle the basil, oregano, salt, and pepper over top.
4. Transfer the dish to the oven and roast the vegetables for 40 minutes. After 40 minutes, remove the dish from the oven and sprinkle the shredded mozzarella over top. Return the casserole dish to the oven for five minutes, or until the cheese is melted and creamy.
5. After roasting, sprinkle the chopped parsley over top, then serve.",8,5,3,99,5,9,291
https://www.budgetbytes.com/pan-fried-sesame-tofu-with-broccoli/,Pan Fried Sesame Tofu with Broccoli,4.72,163,45 minutes,15 minutes,"1. Place a few folded paper towels or a clean, lint-free dish cloth on a large plate. Remove the tofu from the package and place it on the towels. Place more towels on top, cover with a second plate, and then weigh the top plate down with a few canned goods or a pot filled with water. Press the tofu for at least 30 minutes to extract excess water (refrigerate if pressing for longer).
2. While the tofu is pressing, prepare the sauce so that the flavors have time to blend. In a small bowl combine the soy sauce, water, sesame oil, brown sugar, rice vinegar, grated ginger, minced garlic, sesame seeds, and cornstarch. Stir until the brown sugar and cornstarch are dissolved, then set the sauce aside.
3. Cut the pressed tofu into 1-inch cubes, then season with a pinch of salt. Sprinkle 1 Tbsp cornstarch over the cubes, then toss to coat. Repeat with the second tablespoon of cornstarch, or until the tofu cubes have a nice even coating of cornstarch.
4. Heat a large skillet over medium flame. Once hot, add 2 Tbsp oil and tilt the skillet until the bottom is coated in a thick layer of oil. Add the dusted tofu cubes and let cook until golden brown on the bottom. Use a spatula to turn the cubes to an uncooked side, and cook until golden brown again. Continue this process until brown and crispy on all sides, then remove the crispy tofu to a clean plate.
5. Add the frozen broccoli to the hot skillet and briefly stir fry until slightly browned on the edges. Don’t worry if it’s not thawed through yet, it will warm through after adding the sauce. Lower the heat to medium-low.
6. Give the bowl of sauce a good stir, then pour it into the skillet with the broccoli. Stir and cook until the sauce begins to bubble and thicken (this should happen very quickly). Once thickened, turn off the heat and stir in the cooked tofu cubes.
7. Serve the tofu and broccoli over a bed of cooked rice, topped with sliced green onions.",3,24.4,6.03,647.07,28.13,85.93,1881.13
https://www.budgetbytes.com/panzanella/,Panzanella,NA,NA,20 minutes,20 minutes,"1. Preheat the oven to 300°F. Line a sheet pan with parchment paper. Slice the bread into 2 x 2-inch cubes and place in the sheet pan. Drizzle with 1 tablespoon of olive oil and toss to combine. Bake until toasted, about 20 minutes.
2. While the bread toasts, wash all of the produce. Slice cherry tomatoes in half. Cut the cucumber in 1/2 inch thick quarter rounds. Slice the nectarine in 1/2 inch thick slices. Slice the red onion in 1/4 inch thick half moons.
3. Once the bread has toasted, pull it from the oven, and allow it to cool.
4. Add the toasted bread to a very large bowl and top with salad greens. Top the greens with tomatoes, nectarines, cucumbers, red onions, and mozzarella pearls.
5. Add remaining olive oil, vinegar, and salt to a small mason jar or other container with a tight-fitting lid. Close the lid tightly and shake the oil and vinegar until combined. Dress the salad. Toss to coat.
6. Let the salad sit for at least an hour to allow the bread to soak up the dressing. Serve and enjoy!",6,9,3,254,15,23,664
https://www.budgetbytes.com/parmesan-garlic-pretzel-bites/,Parmesan Garlic Pretzel Bites,4.67,12,2 hours,17 minutes,"1. Dissolve the yeast and sugar in one cup of warm water. Let sit for five minutes, or until it is frothy on top. Meanwhile, stir together two cups of the flour and 1/2 tsp of salt in a large bowl.
2. Once the yeast water is frothy, pour it into the bowl with the flour and salt. Stir the ingredients together until they form a shaggy ball of dough. Turn the dough out onto a floured surface and knead for 8 minutes, incorporating an additional 1/2 to 1 cup of flour as you knead.
3. After the dough has been kneaded for 8 minutes, it should be smooth, elastic, and will spring back when poked with a finger. Place the dough in a greased bowl, cover lightly, and let rise for one hour or until double in size.
4. Once the dough is double in size, punch the dough down, turn it out onto a clean surface, and flatten it into a disc. Cut the disc into 16 equal sized wedges. One by one, roll each wedge into a long rope, about 1/2 in diameter (about 18 inches long). Cut the rope into one inch sections, and place them on a baking sheet that has been covered with parchment and lightly misted with non-stick spray (you’ll need two sheets to fit all the pretzel bites).
5. Let the pretzel bites rise for 30 minutes, or until soft and pillowy. Preheat the oven to 425ºF. Bring a large pot of water to a boil over high heat. Once boiling, carefully add 1/4 cup of baking soda (it will fizz and bubble furiously for a moment, so be careful).
6. Add 15-20 of the pretzel bites at a time to the boiling baking soda water and boil for about 90 seconds, or until puffed and a few begin to crack. Stir lightly as they boil to make sure all sides of the pretzel bites contact the boiling water. Remove the boiled pretzel bites with a slotted spoon and let drain on a wire cooling rack. Repeat in small batches until all of the pretzel bites are boiled.
7. After the bites have drained for a few minutes, return them to the prepared baking sheets. Whisk together one egg with one tablespoon of water. Use a pastry brush to liberally brush the egg mixture over the boiled pretzel bites. If you want to make plain pretzel bites, sprinkle with coarse sea salt after brushing with the egg wash.
8. Bake the pretzel bites for 15-17 minutes, or until deeply golden brown and shiny. Allow the pretzel bites to cool for a few minutes.
9. In a small bowl, stir together the Parmesan, garlic powder, salt, and some freshly cracked pepper. In a separate small bowl, melt the butter in the microwave (microwave for 20 seconds, then stir until completely melted).
10. Place the baked pretzel bites in a large bowl and pour the melted butter over top. Toss to coat. Add the parmesan topping and toss to coat again. Serve immediately.",16,4,1,113,2,19,644
https://www.budgetbytes.com/parmesan-pepper-kale-pasta/,Parmesan & Pepper Kale Pasta,4.84,18,10 minutes,25 minutes,"1. Mince the garlic and slice the mushrooms. Place the butter, garlic, and mushrooms in a large pot and sauté the mushrooms over medium heat until they are soft and dark (about 5 minutes).
2. While the mushrooms are sautéing, tear or cut the kale leaves from the stems, then chop them into small pieces. Rinse the kale well.
3. Add the kale to the pot along with 1/2 cup chicken broth. Stir the kale as it cooks until it is fully wilted. Let the wilted kale simmer in the broth without a lid over medium heat until most of the broth has evaporated (about 10 minutes).
4. While the kale is simmering, bring a medium pot of water to a boil, add the pasta, and cook until al dente (7-10 minutes). Drain the pasta and let it cool slightly, or until it looks a little dry and tacky in texture.
5. Remove the pot with the kale and mushrooms from the heat. Add the pasta and stir to combine. The pot should be warm, but not steaming hot. If it’s still steaming, let it cool for about 5 minutes.* Once slightly cooled, add 1/2 tsp salt, about 20 cranks of a pepper mill (or more if desired), and the grated Parmesan. Stir until all the pasta and vegetables are coated in Parmesan and pepper. Taste the pasta and add more salt or pepper if needed.",4,14,3.3,341.45,10.48,48.93,748.9
https://www.budgetbytes.com/parmesan-portobello-orzo/,Parmesan Portobello Orzo,4.65,34,10 minutes,20 minutes,"1. Rinse the mushrooms and cut them into thick slices. Mince the garlic. Heat the garlic and olive oil in a large skillet over medium heat for one to two minutes, or until the garlic is soft and fragrant. Add the mushrooms, a pinch of salt and freshly cracked pepper, and continue to sauté until the mushrooms have softened and released all of their moisture (5-7 minutes).
2. Add the uncooked orzo and chicken broth to the skillet. Give it a quick stir, place a lid on top, and let the mixture come up to a boil. Once it reaches a boil, give it quick stir again to loosen any pasta from the bottom of the skillet. Replace the lid, turn the heat down to low, and let the pasta simmer on low heat for 10 minutes. Stir once half way through to prevent the pasta from sticking.
3. After ten minutes, test the orzo to make sure it’s tender (if not, replace the lid and let simmer a few minutes more). Stir the contents of the skillet to redistribute any leftover broth (it will continue to absorb into the pasta). Once the broth has absorbed, turn off the heat.
4. Sprinkle the Parmesan over the pasta, stir, and then serve.",6,7.93,1.73,214.8,6.83,30.1,629.08
https://www.budgetbytes.com/parsley-pesto-pasta/,Parsley Pesto Pasta,4.93,14,10 minutes,15 minutes,"1. Rinse the parsley well and shake off as much water as possible. Remove the leaves from the stems and place them into the food processor. Also add the garlic (peeled), parmesan cheese, and lemon juice. Pulse until there are no large chunks of garlic left.
2. Slowly add the olive oil through the spout on the lid as you continue to pulse the mixture. Scrape down the sides of the bowl as needed and pulse until smooth. Taste the pesto and add salt to your liking. I added 1/4 teaspoon. You want the pesto to be slightly saltier than you’d think because it will be spread out thin over the pasta.
3. Cook the pasta according to the package directions (this can done while you make the pesto). Before draining the pasta, reserve about a half cup of the starchy cooking water. Drain the pasta, let cool slighly (about 5 minutes) and then return it to the pot. Add the pesto and stir to coat. If the pasta becomes dry, clumpy, or sticky, use a small amount of the pasta water to help loosen it up. Serve warm!",8,9.49,2.1,361.28,16.18,44.46,194.31
https://www.budgetbytes.com/parsley-pesto-pasta-with-blistered-tomatoes/,Parsley Pesto Pasta with Blistered Tomatoes,4.91,10,10 minutes,20 minutes,"1. Rinse the parsley and drain well. Pull the leaves from the stems and place them in a food processor with the Parmesan, garlic, salt, zest and juice from half the lemon (about 2 Tbsp juice). Pulse the ingredients until they are finely chopped. Slowly add the olive oil through the spout while the processor is running until a smooth paste forms. Set the pesto aside.
2. Heat a large skillet over medium flame. Add one tablespoon olive oil, then tilt the skillet to coat the surface. Add the tomatoes and cook 7-10 minutes, stirring occasionally. Avoid stirring the tomatoes too often to allow them time to blister on the hot skillet. As they cook the skins will burst and the tomatoes will release juice, which will thicken into a semi-sweet glaze. Season with salt and pepper to taste.
3. Bring a large pot of water to a boil for the pasta. Cook the pasta in the boiling water according to the package directions, or until al dente. Reserve a small amount of the starchy cooking water, then drain the pasta in a colander. Allow the pasta to cool slightly, then return it to the pot (with the heat turned off). Add the pesto, then toss to coat. If the pasta is too dry or clumps, sprinkle a little of the reserved cooking water on top to loosen.
4. Divide the pasta among five bowls, top with a scoop of the blistered cherry tomatoes, scraping up some of the sweet glaze from the skillet as well. Top each bowl with a fried egg, if desired.",5,21.58,3.82,631.58,27.58,72.76,542.02
https://www.budgetbytes.com/parsley-pesto-pasta-with-peas/,Parsley Pesto Pasta with Peas,5,6,15 minutes,10 minutes,"1. Rinse the parsley well to remove any dirt or debris, then pat it dry with a clean, lint-free towel. Cut off the ends of the parsley stems and place the rest, leaves and stems, in the bowl of a food processor.
2. Zest and juice the lemon. Add half of the zest and about 2 Tbsp of the juice to the food processor, along with the Parmesan, garlic cloves (peeled), and some freshly cracked pepper (about 15 cranks of a pepper mill).
3. Pulse the mixture until everything is finely minced and combined. Begin to add the olive oil in a thin stream through the chute of the processor as it blend the mixture together. Once the oil has been incorporated, add salt to taste. I added about 1/4 tsp salt.
4. Bring a pot of water to a boil for the pasta. Once boiling, add the pasta and continue to boil until the pasta is al dente. At the very end of the cook time, add the frozen peas and stir to combine. Let the peas sit in the hot water with the pasta for about a minute, then drain the pasta and peas in a colander.
5. Allow the pasta to cool just to the point where it is no longer steaming heavily. Transfer the drained pasta to a bowl and add the parsley pesto. Stir to combine, then serve warm. Add a pinch of the remaining lemon zest over top of each serving.",4,22.33,7.55,638.38,18.5,95.53,534.85
https://www.budgetbytes.com/parsley-pesto-potatoes/,Pesto Potato Salad,5,4,15 minutes,15 minutes,"1. Add the potatoes to a pot and cover with water. Add about a tablespoon of salt to the water, cover the pot, and bring the water to a boil.
2. Boil the potatoes until they can be easily pierced with a fork (the total time will depend on the size of your potatoes). Drain the potatoes and allow them to cool.
3. While the potatoes are boiling, make the pesto. Add the parsley, garlic, Parmesan, lemon juice, salt, and olive oil to a food processor. Pulse until the ingredients form a slightly chunky paste.
4. Taste the pesto and adjust the salt or lemon to your liking, keeping in mind that the flavor will mellow some once the mayonnaise is added and the pesto is mixed with the potatoes, so you want it to be strongly flavored.
5. Stir the mayonnaise into the pesto to create the creamy pesto dressing.
6. Once the potatoes have cooled enough to handle, slice them in half (or cut them into 1-inch pieces if using larger potatoes).
7. Add the potatoes and dressing to a bowl and stir until the potatoes are well coated. Serve immediately or refrigerate until ready to eat.",6,4,3,181,9,21,161
https://www.budgetbytes.com/parsley-salad-almonds-apricots/,Parsley Salad with Almonds and Apricots,4.88,16,30 minutes,20 minutes,"1. Cook the bulgur according to the package directions, then spread it out onto a baking sheet or dish and transfer to the refrigerator to cool. The grain should be barely warm, at most, when assembling the salad.
2. While the bulgur is cooking, make the dressing so the flavors have time to blend. Mince a clove of garlic and combine it in a bowl with the olive oil, vegetable oil, vinegar, Dijon, sugar, basil, salt, and some freshly cracked pepper. Whisk the mixture until combined. Set the dressing aside.
3. Rinse the parsley well with cool water and shake off as much water as possible. Use a salad spinner or pat with a paper towel to remove excess moisture. Roughly chop the leaves, leaving the bottom of the stems behind. Place the chopped parsley in a large bowl.
4. Roughly chop the dried apricots into small pieces. Add the chopped apricots and sliced almonds to the bowl with the parsley. Finally, add the cooked and cooled bulgur. Pour half of the dressing over top of the salad ingredients and toss until everything is well mixed and coated with dressing. Add more dressing if desired (I used about 3/4 of the total dressing recipe).",4,6.15,7.18,313.68,21.55,28.13,411.58
https://www.budgetbytes.com/parsley-scallion-hummus-pasta/,Parsley Scallion Hummus Pasta,4.56,9,15 minutes,15 minutes,"1. Drain the chickpeas and add them to a food processor along with the olive oil, juice from the lemon (about 1/4 cup), tahini, garlic, cumin, and salt. Pulse the ingredients, adding a small amount of water if needed to keep it moving, until the hummus is smooth.
2. Slice the scallions (both white and green ends) and pull the parsley leaves from the stems. Add the green onion and parsley to the hummus in the food processor and process again until only small flecks of green remain. Taste the hummus and adjust the salt, lemon, or garlic if needed.
3. Cook 8oz. of your favorite pasta according to the package directions. Reserve one cup of the starchy cooking water, then drain the cooked pasta in a colander. Return the drained pasta to the pot with the heat turned off. Add about 3/4 of the hummus to the pasta and stir until the pasta is evenly coated (add more hummus if needed). Add the reserved pasta water as needed to keep the mixture smooth and saucy. Serve immediately.",4,19.93,11.9,583.28,25.4,70.98,649.88
https://www.budgetbytes.com/pasta-creamy-pumpkin-sauce/,Pasta with Creamy Pumpkin Sauce,4.42,58,5 minutes,15 minutes,"1. Begin boiling a large pot of water for your pasta. Once the water is boiling, add the pasta and boil until al dente (7-10 minutes). Drain in a colander.
2. While waiting for the water to boil, prepare the sauce. Mince two cloves of garlic and add them to a large skillet with one tablespoon of butter. Sauté over medium-low heat for 1-2 minutes, or just until the garlic is soft and fragrant.
3. Add the pumpkin purée and chicken broth to the skillet and stir to combine. Add the nutmeg, chili powder, cayenne pepper, and some freshly cracked black pepper. Stir in the spices and let the sauce simmer over medium-low heat while the pasta cooks (about 10 minutes), stirring occasionally.
4. Once the pasta is finished cooking and is draining in a colander, add the half and half or cream to the skillet and stir it into the pumpkin sauce. Taste the sauce and add salt if needed (this will depend on the type of broth you use). Finally, stir the drained pasta in to the sauce and serve.",2,16.75,4.3,548.75,13.1,91.4,616.95
https://www.budgetbytes.com/pasta-primavera/,Pasta Primavera,5,9,15 minutes,15 minutes,"1. Start by prepping your vegetables. Wash the vegetables, then cut and slice each vegetable into equal size pieces. Cut the zucchini and yellow squash into half moons, slice the carrots into thin rounds, cut the grape tomatoes in half and slice the red onion into strips.
2. Next bring a large pot of salted water to a boil. Cook the pasta according to the package instructions, or until al dente. Reserve some of the starchy pasta water before draining the pasta in a colander.
3. While the pasta is boiling, saute the vegetables. In a large deep skillet add olive oil and saute carrots and onion over medium heat for 1-2 minutes. Next add zucchini and yellow squash and saute for an additional 1-2 minutes.
4. Next add the minced garlic, grape tomatoes and frozen peas. Season the vegetables with salt, pepper and dried oregano. Saute for an additional 1-2 minutes, then turn the heat off.
5. Add the butter to the skillet along with the fresh squeezed lemon juice and stir well to combine. Either add the cooked and drained pasta to the skillet, or transfer the pasta and vegetables to a large bowl. Add grated parmesan cheese and some of the reserved pasta water. Stir the vegetables with the pasta until well combined. Serve with fresh chopped parsley (optional garnish) and enjoy!",4,14,5,318,5,55,532
https://www.budgetbytes.com/pasta-puttanesca/,Pasta Puttanesca Recipe,4.89,9,5 minutes,20 minutes,"1. Dice the onion and mince the garlic. Add the olive oil, onion, garlic, and anchovy filets to a large skillet. Sauté the ingredients over medium heat until the onions are soft and the anchovies have dissolved.
2. Add the crushed tomatoes to the skillet, along with the basil, crushed red pepper, sliced olives, and capers. Stir to combine, then allow the sauce to come up to a simmer. Once simmering, turn the heat down to low and let the sauce simmer, stirring occasionally, while you cook the pasta.
3. Bring a large pot of water to a boil over high heat. Once rapidly boiling, add the spaghetti and continue to boil until the pasta is tender (about 7 minutes). Reserve about 1/2 cup of the starchy pasta water before draining the past in a colander.
4. Add the cooked and drained pasta to the puttanesca sauce in the skillet (or if your skillet is not big enough, add them both to the large pot used to cook the pasta, heat turned off). Stir to combine the pasta with the sauce. If the pasta becomes dry, add a splash or two of the reserved pasta water. Serve hot.",5,15.84,6.72,514.58,13.18,85.34,950.26
https://www.budgetbytes.com/pasta-with-bacon-and-peas/,Pasta with Bacon and Peas,5,3,5 minutes,20 minutes,"1. Bring a pot of water to a boil for the pasta. Once boiling, add the pasta and continue to boil until the pasta is tender (7-10 minutes). Reserve about a half cup of the starchy pasta water before draining the pasta in a colander.
2. While the pasta is boiling, cook the bacon. Add the bacon to a large skillet and cook over medium heat until brown and crispy. Transfer the cooked bacon to a paper towel lined plate with a slotted spoon. Drain most of the bacon grease from the pan, leaving about 2 Tbsp.
3. While the bacon is cooking, finely dice the onion. Add the diced onion to the remaining bacon grease and sauté until tender (about 5 minutes).
4. Add the frozen peas and about ¼ cup of the reserved pasta water to the skillet. Continue to cook and stir until the peas have heated through.
5. Add the drained pasta to the skillet, stir to combine, and remove from the heat.
6. Top the pasta with Parmesan, salt, pepper, crushed red pepper, and crumbled bacon. Stir to combine. Taste and adjust the salt and pepper to your liking.",3,22,6,601,26,67,724
https://www.budgetbytes.com/pasta-with-sausage-and-peppers/,Pasta with Sausage and Peppers,5,4,5 minutes,25 minutes,"1. Heat a large skillet over medium. Add the cooking oil and sausage links to the skillet and cook the sausage for a few minutes on each side, or until well browned (it does not need to be cooked through at this point).
2. Remove the sausage to a clean cutting board and slice the sausage into medallions. Return the sausage to the skillet and continue to cook until the sausage is cooked through and browned on the cut sides. Remove the sausage to a clean plate.
3. Meanwhile, slice the bell pepper and onion into thin strips. Add the sliced onion and bell pepper to the skillet after removing the sausage. Stir and cook the vegetables over medium heat, just until they begin to soften slightly.
4. Add the sausage back to the skillet along with the pasta sauce, basil, oregano, and red pepper to the skillet. Stir everything to combine and heat through.
5. Bring a large pot of water to a boil for the pasta. Once boiling, add the pasta and continue to boil until tender (about 7 minutes). Drain the pasta in a colander, then add it to the skillet and stir to combine with the sauce.
6. Top the skillet with crumbled feta and chopped parsley (if desired), then serve.",4,19,6,517,24,57,1310
https://www.budgetbytes.com/pastalaya/,Pastalaya,4.98,47,10 minutes,35 minutes,"1. Slice the smoked sausage into thin rounds, then cut any larger pieces in half. Add the sausage and vegetable oil to a large pot and cook over medium heat until the sausage is well browned (about 5 minutes).
2. Mince two cloves of garlic and add them to the pot. Sauté for one minute, or until the garlic is soft and fragrant. Add the bag of frozen seasoning mix and sauté until heated through (3-5 minutes). Add the can of diced tomatoes (with juices), Creole seasoning, oregano, smoked paprika, thyme, freshly cracked pepper (about 20 cranks of a pepper mill), and pasta to the pot. Finally, add the chicken broth and 1 cup of water, and stir until everything is evenly combined.
3. Place a lid on the pot and turn the heat up to medium-high. Let the pot come to a boil. As soon as it reaches a boil, stir briefly, replace the lid, turn the heat down to low, and let the pot simmer for 10-12 minutes, or until the pasta is tender. Stir the pot once every few minutes as it simmers to prevent the pasta from sticking. Replace the lid as quickly as possible to maintain a simmer. If the mixture still seems soupy at around 8 minutes, let the pot simmer without a lid for the last few minutes. A little bit of thick sauce at the bottom of the pot is perfect.
4. While the pasta is simmering, chop the parsley and slice the green onions.
5. Turn off the heat and stir in the half & half or cream. Stir in most of the chopped parsley and green onions, reserving some to sprinkle over top of each bowl. Serve hot.",6,19,4,472,15,66,715
https://www.budgetbytes.com/peach-almond-crisp/,Peach Almond Crisp,5,2,15 minutes,45 minutes,"1. Wash the peaches, remove the pit and dice into one inch pieces. Place the peach chunks in the bottom of a glass casserole dish (8×8 inch works well, a glass pie dish will also work).
2. Preheat the oven to 375 degrees. Sprinkle the lemon juice, corn starch, almond extract and sliced almonds over the peach chunks. Stir the mixture until the peaches are well coated.
3. In a separate bowl, combine the flour, oats, brown sugar, cinnamon and salt. Stir until they are well mixed and no chunks of brown sugar remain.
4. Mix the room temperature butter into the mixed dry ingredients until it is evenly incorporated. Your hands will work best for this job. I simply “squish” the butter into the dry ingredients over and over and over until it is all mixed.
5. Pour the buttery crumble topping over the peach mixture and bake it in the preheated oven (375 degrees) for 45 minutes. Let cool slightly before serving!",8,3.66,2.75,273.73,13.8,36.04,243.05
